emb_fully_1(
  (layers): ModuleList(
    (0): Linear(in_features=160, out_features=64, bias=True)
    (1): Linear(in_features=64, out_features=32, bias=True)
    (2): Linear(in_features=32, out_features=5, bias=True)
  )
)



[model-config]
batch_size = 10
in_dim = 160
out_dim = 5
hdim = [64, 32]
lr = 0.0001
total_epochs = 100

[emb-path]
dev_emb = AASIST/dev_emb.npy
train_emb = AASIST/emb_train.npy
eval_emb = AASIST/eval_emb.npy

[data-path]
dev_data = ASVspoof2019_LA_cm_protocols/ASVspoof2019.LA.cm.dev.trl.txt
train_data = ASVspoof2019_LA_cm_protocols/ASVspoof2019.LA.cm.train.trn.txt
eval_data = ASVspoof2019_LA_cm_protocols/ASVspoof2019.LA.cm.eval.trl.txt

[optim_config]
optimizer = adam
amsgrad = False
base_lr = 0.0001
lr_min = 0.000005
betas = [0.9, 0.999]
weight_decay = 0.0001
scheduler = cosine

[out_path]
path = exp_result_AASIST

[attribute]
type = 6




{"epoch": 1, "train_loss": 0.30488664620768346, "dev_loss": 0.13892570541119162, "accuracy": 0.9407068532472193, "eer": 2.7673125224255473, "l1_distance": 2.9870917797088623}
{"epoch": 2, "train_loss": 0.12044047689700516, "dev_loss": 0.12177420890297022, "accuracy": 0.951157158234661, "eer": 2.2930121994976673, "l1_distance": 3.542172908782959}
{"epoch": 3, "train_loss": 0.10355940338406965, "dev_loss": 0.10259083259451117, "accuracy": 0.9547900968783638, "eer": 2.1169716541083603, "l1_distance": 3.9441685676574707}
{"epoch": 4, "train_loss": 0.09211353544626291, "dev_loss": 0.09607098354797339, "accuracy": 0.9596340150699677, "eer": 1.8658055256548258, "l1_distance": 4.103207588195801}
{"epoch": 5, "train_loss": 0.08443466294567067, "dev_loss": 0.08953715211213209, "accuracy": 0.9582884822389667, "eer": 1.9291576964477932, "l1_distance": 4.390748500823975}
{"epoch": 6, "train_loss": 0.07819070907964742, "dev_loss": 0.08076413596810839, "accuracy": 0.9628632938643703, "eer": 1.7402224614280588, "l1_distance": 4.447803974151611}
{"epoch": 7, "train_loss": 0.07263487117610598, "dev_loss": 0.08060583813499525, "accuracy": 0.9679314675278077, "eer": 1.4711158952278436, "l1_distance": 4.666256427764893}
{"epoch": 8, "train_loss": 0.0681786014879132, "dev_loss": 0.07871838168245504, "accuracy": 0.9693218514531755, "eer": 1.372443487621098, "l1_distance": 4.733114242553711}
{"epoch": 9, "train_loss": 0.06448755686743472, "dev_loss": 0.07738112133041217, "accuracy": 0.9607104413347686, "eer": 1.8697299964119125, "l1_distance": 4.88323974609375}
{"epoch": 10, "train_loss": 0.060387699770396, "dev_loss": 0.08120600084141082, "accuracy": 0.969232149264442, "eer": 1.3909445640473628, "l1_distance": 5.052515029907227}
{"epoch": 11, "train_loss": 0.05794037572628887, "dev_loss": 0.07483944622941664, "accuracy": 0.9718335127377108, "eer": 1.3141370649443846, "l1_distance": 4.966017246246338}
