emb_fully_1(
  (layers): ModuleList(
    (0): Linear(in_features=160, out_features=64, bias=True)
    (1): Linear(in_features=64, out_features=32, bias=True)
    (2): Linear(in_features=32, out_features=4, bias=True)
  )
)



[model-config]
batch_size = 10
in_dim = 160
out_dim = 4
hdim = [64, 32]
lr = 0.0001
total_epochs = 100

[emb-path]
dev_emb = AASIST/dev_emb.npy
train_emb = AASIST/emb_train.npy
eval_emb = AASIST/eval_emb.npy

[data-path]
dev_data = ASVspoof2019_LA_cm_protocols/ASVspoof2019.LA.cm.dev.trl.txt
train_data = ASVspoof2019_LA_cm_protocols/ASVspoof2019.LA.cm.train.trn.txt
eval_data = ASVspoof2019_LA_cm_protocols/ASVspoof2019.LA.cm.eval.trl.txt

[optim_config]
optimizer = adam
amsgrad = False
base_lr = 0.0001
lr_min = 0.000005
betas = [0.9, 0.999]
weight_decay = 0.0001
scheduler = cosine

[out_path]
path = exp_result_AASIST

[attribute]
type = 7




{"epoch": 1, "train_loss": 0.15188504050089058, "dev_loss": 0.04566199064105881, "accuracy": 0.9878902045209903, "eer": 0.6637961966271977, "l1_distance": 3.7705557346343994}
{"epoch": 2, "train_loss": 0.04712110061919431, "dev_loss": 0.04075491174900294, "accuracy": 0.9847506279153211, "eer": 0.8843140772634851, "l1_distance": 4.216403484344482}
{"epoch": 3, "train_loss": 0.03788605026002188, "dev_loss": 0.031187329083349806, "accuracy": 0.9890114818801579, "eer": 0.6413706494438464, "l1_distance": 4.5412421226501465}
{"epoch": 4, "train_loss": 0.03179697632078483, "dev_loss": 0.026633720156260424, "accuracy": 0.9914782920703266, "eer": 0.49784714747039827, "l1_distance": 4.760979175567627}
{"epoch": 5, "train_loss": 0.028107693445336306, "dev_loss": 0.028331538173629274, "accuracy": 0.9926444205238608, "eer": 0.4305705059203444, "l1_distance": 5.117219924926758}
{"epoch": 6, "train_loss": 0.025466281527137893, "dev_loss": 0.023467101608176184, "accuracy": 0.9918819519196268, "eer": 0.46645138141370646, "l1_distance": 5.003530502319336}
{"epoch": 7, "train_loss": 0.022593251404271684, "dev_loss": 0.024842974201832, "accuracy": 0.9932274847506279, "eer": 0.3715165650041861, "l1_distance": 5.263350009918213}
{"epoch": 8, "train_loss": 0.021145579855560197, "dev_loss": 0.023801214181112668, "accuracy": 0.9900879081449587, "eer": 0.5740940078937926, "l1_distance": 5.13586950302124}
{"epoch": 9, "train_loss": 0.01981784376670587, "dev_loss": 0.019604358600754455, "accuracy": 0.9930929314675279, "eer": 0.37600167444085636, "l1_distance": 5.292981147766113}
{"epoch": 10, "train_loss": 0.01861473421006115, "dev_loss": 0.019848811443715975, "accuracy": 0.994573017581629, "eer": 0.3274129888769286, "l1_distance": 5.568777561187744}
{"epoch": 11, "train_loss": 0.017079029927600985, "dev_loss": 0.020503630953318443, "accuracy": 0.9941245066379619, "eer": 0.3132101423274728, "l1_distance": 5.694953441619873}
